,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,mrp per weight,visibility per mrp,mrp per year,Predictions
4974,Low Fat,Fruits and Vegetables,96.0436,Medium,Tier 3,Supermarket Type3,7.683488,0.001204515699119983,0.048384685138539045,2448.901173333333
4975,Low Fat,Household,114.1518,Medium,Tier 3,Supermarket Type2,12.544153846153845,0.0004875484749254939,0.05682020905923345,1687.3369399999997
4976,Low Fat,Household,174.2422,Medium,Tier 3,Grocery Store,20.669300118623962,0.001706961591394048,0.08720830830830831,586.6141866666668
4977,Regular,Baking Goods,60.722,Medium,Tier 1,Supermarket Type1,3.8310410094637226,0.0020062222588188793,0.030376188094047026,898.7856133333335
4978,Regular,Canned,105.2622,Medium,Tier 2,Supermarket Type1,5.26311,0.000994394131986601,0.052447533632287,1571.5765133333334
4979,Regular,Baking Goods,90.3514,Small,Tier 2,Supermarket Type1,16.654635944700463,0.0012667292039747033,0.04508552894211577,1862.70866
4980,Regular,Breakfast,180.9292,Medium,Tier 2,Supermarket Type1,10.96540606060606,0.0003682340163997851,0.09014907822620828,2894.365759999999
4981,Regular,Frozen Foods,184.6266,Medium,Tier 2,Supermarket Type1,10.061395095367846,0.0,0.09199133034379671,3497.7137199999997
4982,Regular,Dairy,120.2782,Medium,Tier 2,Supermarket Type1,7.2022874251497,0.00035505509726617125,0.06007902097902098,1639.7544333333337
4983,LF,Baking Goods,52.9956,High,Tier 3,Supermarket Type1,3.758553191489362,0.0021355201563903418,0.026671162556618017,944.8811666666666
4984,Regular,Fruits and Vegetables,149.0418,High,Tier 3,Supermarket Type1,7.80323560209424,0.00017344545624113503,0.07500845495722194,2690.741926666667
4985,Regular,Starchy Foods,46.506,Medium,Tier 3,Grocery Store,2.6423863636363634,0.0019140347267019308,0.023276276276276275,133.8036066666667
4986,Regular,Baking Goods,176.037,Medium,Tier 2,Supermarket Type1,32.35974264705882,9.74707533075433e-05,0.08771150971599402,2966.7160266666665
4987,Regular,Fruits and Vegetables,116.3834,Medium,Tier 1,Supermarket Type1,8.52625641025641,0.0001122010956889041,0.0582208104052026,2023.8100666666664
4988,Low Fat,Fruits and Vegetables,62.051,Medium,Tier 3,Supermarket Type3,4.96408,0.0014226815683872943,0.03125994962216625,1467.1568799999995
4989,Low Fat,Meat,156.0314,Medium,Tier 3,Grocery Store,8.865420454545454,0.0006231622224757325,0.07809379379379379,595.2473933333333
4990,Low Fat,Dairy,266.2226,Medium,Tier 3,Grocery Store,25.846854368932036,0.00044035678037852535,0.13324454454454454,444.0886000000001
4991,Low Fat,Others,253.504,Medium,Tier 3,Supermarket Type3,20.28032,0.0002538325430762434,0.12770982367758185,5711.432140000001
4992,Low Fat,Soft Drinks,38.619,Medium,Tier 2,Supermarket Type1,4.291,0.0010136313472643,0.019242152466367714,692.0991
4993,Regular,Meat,44.6744,Small,Tier 1,Supermarket Type1,2.8185741324921136,0.001367583582543918,0.0223707561342013,621.7906200000001
4994,Regular,Dairy,247.7092,Medium,Tier 2,Supermarket Type1,12.232553086419754,9.106560838273266e-05,0.12373086913086914,3097.523533333334
4995,low fat,Baking Goods,91.2462,Medium,Tier 3,Grocery Store,10.921149012567325,0.0002555107938741559,0.04566876876876877,175.70462
4996,Regular,Canned,102.899,Medium,Tier 1,Supermarket Type1,6.236303030303031,0.0006630936452249294,0.05147523761880941,1603.202013333333
4997,Low Fat,Seafood,158.6604,Medium,Tier 3,Supermarket Type2,15.263145743145746,0.0001976057667823855,0.07897481333997014,2927.145313333333
4998,Low Fat,Snack Foods,210.5612,Medium,Tier 3,Grocery Store,23.92740909090909,0.0005678071411067186,0.10538598598598599,605.27878
4999,Low Fat,Snack Foods,105.5964,Small,Tier 1,Grocery Store,8.447712000000001,0.0028908639404373634,0.053197178841309825,271.22472666666675
5000,low fat,Meat,140.8812,Medium,Tier 3,Grocery Store,20.4323712835388,0.00026685176588501515,0.07051111111111111,391.00214666666665
5001,Low Fat,Health and Hygiene,78.5618,Small,Tier 1,Supermarket Type1,6.657779661016949,0.0007476437403419983,0.0393399098647972,1516.6480133333337
5002,Low Fat,Canned,93.6778,Medium,Tier 1,Supermarket Type1,10.7552009184845,0.0012963464769667945,0.04686233116558279,1357.43304
5003,Regular,Breakfast,91.2804,Small,Tier 2,Supermarket Type1,13.190809248554913,0.0014340445265358169,0.045549101796407185,1218.0589066666664
5004,Low Fat,Canned,94.1094,Medium,Tier 1,Supermarket Type1,5.937501577287066,0.0014526724322968803,0.04707823911955978,1406.6578533333334
5005,Regular,Fruits and Vegetables,106.5964,Medium,Tier 1,Supermarket Type1,13.692536929993578,0.0003582863586387533,0.05332486243121561,1751.3425133333333
5006,Low Fat,Dairy,86.9856,Medium,Tier 2,Supermarket Type1,4.382146095717884,0.00051258737078321,0.043449350649350654,1394.2739733333335
5007,Low Fat,Fruits and Vegetables,96.9094,Medium,Tier 2,Supermarket Type1,4.539081967213114,0.0008038598526045977,0.04840629370629371,1539.5515333333335
5008,Regular,Canned,52.564,Medium,Tier 1,Supermarket Type1,3.7545714285714284,0.000595771021992238,0.026295147573786894,865.8507066666668
5009,Low Fat,Household,152.534,Medium,Tier 2,Supermarket Type1,7.551188118811881,7.764864226992015e-05,0.07619080919080919,2706.0553266666666
5010,Regular,Breakfast,153.7682,Medium,Tier 3,Supermarket Type2,7.410515662650603,0.00041350494445535553,0.07653967147834743,1954.85538
5011,Low Fat,Fruits and Vegetables,130.5284,Medium,Tier 2,Supermarket Type1,11.98057824690225,0.0002744231830007876,0.065199000999001,1977.8920599999994
5012,Regular,Baking Goods,39.8138,Medium,Tier 3,Supermarket Type3,3.185104,0.0012033555199453456,0.020057329974811085,926.7048266666667
5013,Low Fat,Snack Foods,174.537,Medium,Tier 2,Supermarket Type1,8.213505882352942,0.0,0.08696412556053812,4031.152680000001
5014,Low Fat,Fruits and Vegetables,258.8278,Medium,Tier 2,Supermarket Type1,15.977024691358027,0.00013953062229018676,0.1289625311410065,5057.727506666668
5015,Regular,Frozen Foods,83.1276,Small,Tier 2,Supermarket Type1,7.166172413793103,0.0009493194438429596,0.041480838323353295,1206.2298600000001
5016,Low Fat,Frozen Foods,33.2558,Small,Tier 1,Grocery Store,2.660464,0.0020966956139981596,0.016753551637279596,78.67536666666665
5017,Regular,Baking Goods,223.9062,Medium,Tier 1,Supermarket Type1,36.026741753821405,0.00022196281299937206,0.11200910455227614,3452.483706666666
5018,Low Fat,Hard Drinks,53.2298,Medium,Tier 2,Supermarket Type1,3.1778985074626864,0.00039953501610000416,0.026588311688311685,909.394026666667
5019,Regular,Breads,98.8068,Medium,Tier 3,Supermarket Type2,18.784562737642585,0.00024905850609472226,0.0491820806371329,1794.308806666667
5020,Regular,Baking Goods,64.951,Medium,Tier 2,Supermarket Type1,8.995983379501384,0.0005933393019353051,0.03236223218734429,1116.7463400000001
5021,Low Fat,Dairy,37.6506,Medium,Tier 3,Supermarket Type3,3.0120479999999996,0.004383333758293361,0.01896755667506297,739.1489666666669
5022,LF,Others,50.6666,Medium,Tier 1,Supermarket Type1,4.650445158329509,0.0005346683219320025,0.02534597298649325,888.9539666666665
5023,Low Fat,Fruits and Vegetables,160.1578,Medium,Tier 2,Supermarket Type1,26.450503715937245,0.00019459829618039207,0.0799989010989011,2628.067953333333
5024,Low Fat,Fruits and Vegetables,101.799,Small,Tier 2,Supermarket Type1,8.143920000000001,0.000304951944518119,0.05079790419161677,1728.28364
5025,Low Fat,Snack Foods,152.4998,Medium,Tier 3,Supermarket Type2,25.269229494614745,0.0009300433639912971,0.07590831259333002,2709.695033333334
5026,Regular,Meat,130.4942,Small,Tier 1,Grocery Store,10.439536,0.0012894017588521176,0.06574015113350126,328.46133333333336
5027,Regular,Fruits and Vegetables,108.8596,Medium,Tier 3,Grocery Store,6.7614658385093165,0.00020904404388772326,0.054484284284284284,188.62114000000003
5028,Regular,Canned,86.3198,Medium,Tier 1,Supermarket Type1,6.905584,0.0008555359952177832,0.04318149074537269,1339.5674066666668
5029,Regular,Snack Foods,112.9518,Medium,Tier 3,Supermarket Type2,7.240500000000001,0.000315628250280208,0.05622289696366352,1988.8333733333336
5030,Low Fat,Snack Foods,125.402,Medium,Tier 2,Supermarket Type1,7.02532212885154,0.0003565732205227987,0.062482311908320876,2442.8202
5031,Low Fat,Others,50.2666,Medium,Tier 3,Grocery Store,4.613731069297843,0.0009006463337484533,0.025158458458458457,147.23057333333333
5032,Regular,Meat,134.2942,Small,Tier 2,Supermarket Type1,8.893655629139072,0.0007154609804444273,0.06701307385229541,2323.863933333333
5033,Low Fat,Seafood,108.2596,High,Tier 3,Supermarket Type1,13.583387703889587,0.0001987589645629579,0.05448394564670358,1643.7936200000004
5034,Regular,Baking Goods,104.1332,Small,Tier 1,Supermarket Type1,7.1816,0.0012316923997341867,0.05214481722583876,1292.0736733333338
5035,Low Fat,Snack Foods,254.8672,Medium,Tier 1,Supermarket Type1,13.629262032085562,0.00035081425934761323,0.12749734867433718,4431.875506666665
5036,Regular,Frozen Foods,245.0486,Small,Tier 1,Supermarket Type1,35.69535324107793,0.00014625756686632776,0.12270836254381572,4871.614213333333
5037,Low Fat,Starchy Foods,263.5252,Medium,Tier 3,Supermarket Type3,21.082016,0.00026290354015479355,0.13275828715365237,4544.728606666666
5038,Low Fat,Health and Hygiene,128.431,Small,Tier 1,Supermarket Type1,9.173642857142857,0.0002247351262545647,0.0643119679519279,2091.4997333333336
5039,Low Fat,Hard Drinks,72.238,Medium,Tier 2,Supermarket Type1,6.688703703703704,0.0008134772972673662,0.03599302441454908,986.8931466666668
5040,Regular,Fruits and Vegetables,229.3694,Medium,Tier 2,Supermarket Type1,33.83029498525074,0.000376219853214945,0.11428470353761834,4864.60112
5041,Regular,Baking Goods,181.795,Small,Tier 2,Supermarket Type1,24.174867021276594,0.00024211275337605547,0.09071606786427146,3693.6364666666673
5042,Regular,Frozen Foods,244.7486,Small,Tier 2,Supermarket Type1,35.65165331391115,0.00014640915208503745,0.12213003992015968,4917.7763466666665
5043,Low Fat,Hard Drinks,40.1164,Medium,Tier 2,Supermarket Type1,3.443467811158798,0.00048563255925257497,0.01998824115595416,650.1537
5044,Low Fat,Baking Goods,103.3332,Medium,Tier 3,Supermarket Type3,8.266656000000001,0.00022858031107136914,0.05205702770780857,2470.38432
5045,Regular,Canned,175.237,Small,Tier 1,Supermarket Type1,18.07498710675606,0.00016642762658570964,0.08775012518778166,2181.1607999999997
5046,Low Fat,Snack Foods,118.0124,Small,Tier 1,Grocery Store,9.440992,0.0006843079879741451,0.05945209068010075,285.65039333333334
5047,Low Fat,Household,41.9454,Small,Tier 2,Supermarket Type1,2.9960999999999998,0.0005799581837340925,0.020930838323353292,636.6823466666666
5048,Low Fat,Snack Foods,121.9098,High,Tier 3,Supermarket Type1,19.678740920096853,0.0005899905175793907,0.0613536990437846,1628.768733333334
5049,Low Fat,Dairy,170.8422,Medium,Tier 2,Supermarket Type1,9.70694318181818,4.6927778967959905e-05,0.08533576423576424,4021.387613333332
5050,Low Fat,Soft Drinks,262.291,Medium,Tier 1,Supermarket Type1,15.20527536231884,0.0003220230697965237,0.13121110555277637,4299.5144666666665
5051,Low Fat,Hard Drinks,124.6362,Small,Tier 1,Grocery Store,9.970896,0.0005441685802359186,0.06278901763224182,310.83982666666674
5052,Low Fat,Meat,64.0826,Small,Tier 2,Supermarket Type1,10.38615883306321,0.0,0.03197734530938124,1134.1459133333335
5053,Low Fat,Health and Hygiene,236.5906,Small,Tier 2,Supermarket Type1,16.0400406779661,0.00013899168859625024,0.11805918163672655,4513.080913333332
5054,Low Fat,Meat,184.0608,Small,Tier 1,Grocery Store,14.724864,9.511282684851962e-05,0.09272584382871536,453.5651533333333
5055,LF,Frozen Foods,191.8162,Small,Tier 2,Supermarket Type1,15.594813008130082,0.00011394684599111024,0.09571666666666667,3043.194253333333
5056,Regular,Dairy,248.1092,Medium,Tier 3,Supermarket Type2,12.252306172839505,9.110439274319535e-05,0.12349885515181681,3974.3599399999994
5057,Low Fat,Fruits and Vegetables,216.6192,Small,Tier 2,Supermarket Type1,15.472800000000001,0.00013890043911158383,0.1080934131736527,3159.309773333333
5058,Low Fat,Household,58.4562,Medium,Tier 2,Supermarket Type1,8.227473610133709,0.0007708715072139482,0.029126158445440958,760.0772799999999
5059,Regular,Fruits and Vegetables,193.7504,Medium,Tier 2,Supermarket Type1,12.622175895765473,0.0005855308169686359,0.09677842157842159,3511.6289400000014
5060,Low Fat,Health and Hygiene,262.2278,High,Tier 3,Supermarket Type1,21.852316666666667,0.0003971485746362514,0.13197171615500755,4211.429126666667
5061,Low Fat,Snack Foods,105.099,Medium,Tier 3,Grocery Store,6.005657142857143,0.0008352191933320012,0.0526021021021021,237.80156666666667
5062,Regular,Fruits and Vegetables,113.1544,Medium,Tier 3,Supermarket Type3,9.052351999999999,0.0010770582584504005,0.05700473551637279,3655.8412200000002
5063,Low Fat,Soft Drinks,191.753,Small,Tier 2,Supermarket Type1,25.94763193504736,0.0,0.09568512974051896,2730.601153333334
5064,Regular,Frozen Foods,109.7912,Small,Tier 1,Supermarket Type1,8.072882352941177,0.00045166879494895764,0.05497806710065098,1749.7224
5065,Low Fat,Baking Goods,159.1604,Medium,Tier 3,Supermarket Type2,14.338774774774777,0.0011116678080728623,0.07922369337979095,2432.677846666667
5066,Regular,Breads,247.8092,Medium,Tier 3,Supermarket Type2,30.97615,0.00012262733990505597,0.12334952712792434,3631.6948733333334
5067,Low Fat,Fruits and Vegetables,120.2414,Small,Tier 2,Supermarket Type1,13.055526601520086,7.287945749134658e-05,0.06000069860279441,1767.5214533333335
5068,Low Fat,Canned,105.099,Medium,Tier 2,Supermarket Type1,6.487592592592593,0.0009865271030171552,0.052497002997003,1730.5251666666672
5069,Low Fat,Snack Foods,122.5072,High,Tier 3,Supermarket Type1,6.020009828009828,0.0011566503601420977,0.061654353296426774,2158.5901799999997
5070,Low Fat,Household,121.8414,Medium,Tier 2,Supermarket Type1,6.550612903225805,0.00010444018207276017,0.06070822122571001,2823.1029666666673
5071,Low Fat,Frozen Foods,53.3298,Medium,Tier 3,Grocery Store,5.968640179071068,0.001261165108438434,0.026691591591591592,190.26344666666665
5072,Low Fat,Fruits and Vegetables,41.7454,Medium,Tier 1,Supermarket Type1,5.679646258503401,0.0006860489059872466,0.020883141570785392,733.0458
5073,Low Fat,Baking Goods,90.0804,High,Tier 3,Supermarket Type1,6.747595505617977,0.0007204306264181775,0.04533487669854051,1588.3102866666666
5074,Regular,Snack Foods,150.3708,Medium,Tier 2,Supermarket Type1,18.18268440145103,0.0005989243988859539,0.07492316890881913,2595.3549799999996
5075,Low Fat,Soft Drinks,114.4518,High,Tier 3,Supermarket Type1,15.743026134800552,0.0006205126437504696,0.05760030196275793,1759.8647533333335
5076,Regular,Dairy,194.9794,Small,Tier 2,Supermarket Type1,19.125002452182443,0.0007479752527702927,0.09729510978043912,3369.2587066666665
5077,Low Fat,Fruits and Vegetables,186.524,Small,Tier 1,Supermarket Type1,16.010643776824033,0.00021721005339795415,0.0934021031547321,2505.9602333333332
5078,Regular,Frozen Foods,259.1278,High,Tier 3,Supermarket Type1,26.1877513895907,0.000187636610197748,0.13041157523905383,4813.023813333331
5079,Low Fat,Fruits and Vegetables,233.7958,Medium,Tier 3,Supermarket Type3,18.703664,0.00041174981329861356,0.11778125944584383,6149.839246666666
5080,Low Fat,Meat,98.8042,Small,Tier 1,Supermarket Type1,9.148537037037036,0.0009960490039897089,0.049476314471707555,1506.9495266666668
5081,LF,Soft Drinks,141.0154,Medium,Tier 1,Supermarket Type1,12.156500000000001,0.0002908161661775948,0.07054297148574287,1827.5322266666667
5082,Regular,Breads,45.2402,Medium,Tier 2,Supermarket Type1,2.5704659090909088,0.00035628357080649505,0.0225412057797708,624.6979466666668
5083,Low Fat,Household,169.3474,High,Tier 3,Supermarket Type1,18.816377777777777,0.00011509135067913651,0.08522767991947659,2976.9249600000007
5084,Regular,Canned,184.7924,High,Tier 3,Supermarket Type1,21.216119402985072,0.00039014275478861687,0.09300070457976849,3113.524926666667
5085,Regular,Breads,160.8578,Medium,Tier 3,Supermarket Type2,15.319790476190477,0.0008897228794624818,0.0800685913389746,2563.551933333334
5086,Low Fat,Health and Hygiene,239.1906,Medium,Tier 2,Supermarket Type1,16.21631186440678,0.00013778571984016095,0.11947582417582417,3995.9318599999992
5087,Low Fat,Snack Foods,156.863,Medium,Tier 2,Supermarket Type1,12.207237354085603,0.0008766002817745421,0.07835314685314686,2269.8675533333326
5088,Low Fat,Health and Hygiene,109.7228,Small,Tier 1,Grocery Store,8.777824,0.00027189152117882516,0.05527596977329975,265.2325266666667
5089,Low Fat,Fruits and Vegetables,167.0474,Medium,Tier 3,Supermarket Type2,8.632940568475451,0.00015737178190142437,0.08314952712792435,2484.721213333333
5090,Regular,Frozen Foods,193.2478,Medium,Tier 3,Supermarket Type2,11.468712166172107,0.0,0.09619104031856646,2469.4078133333323
5091,Regular,Frozen Foods,126.9678,Medium,Tier 1,Supermarket Type1,6.34839,0.0004061860960022935,0.06351565782891445,2104.349673333333
5092,LF,Others,253.604,High,Tier 3,Supermarket Type1,20.872757201646092,0.00025475496443273766,0.12763160543532964,4824.231446666668
5093,LF,Health and Hygiene,85.1224,Small,Tier 1,Supermarket Type1,11.083645833333334,0.0017922014769320414,0.04262513770655984,1590.32988
5094,Low Fat,Canned,255.8014,Small,Tier 1,Supermarket Type1,18.077837455830387,0.0,0.12809283925888834,4531.412606666667
5095,Low Fat,Meat,167.7842,Medium,Tier 1,Supermarket Type1,10.262030581039754,0.0001942345345986094,0.08393406703351676,2585.23482
5096,Regular,Frozen Foods,128.8678,Small,Tier 2,Supermarket Type1,6.443389999999999,0.000399500588975679,0.06430528942115768,2256.7734866666665
5097,Low Fat,Meat,117.7808,High,Tier 3,Supermarket Type1,5.648959232613908,0.0003356198463586595,0.059275691997986914,1584.8481266666665
5098,LF,Dairy,158.3288,Small,Tier 1,Grocery Store,12.666304,0.0005525230280277499,0.07976261964735516,343.50841333333335
5099,Low Fat,Snack Foods,122.5072,Medium,Tier 2,Supermarket Type1,6.863148459383753,0.0004267722795068372,0.06119240759240759,2605.74146
5100,Low Fat,Snack Foods,155.3998,Small,Tier 1,Supermarket Type1,25.749759734879866,0.0009089845031975588,0.07781662493740611,1827.55442
5101,Regular,Dairy,48.4692,Small,Tier 2,Supermarket Type1,3.9246315789473685,0.0014933447013773693,0.02418622754491018,706.4803799999999
5102,Regular,Meat,180.4292,Medium,Tier 3,Grocery Store,9.648620320855615,0.0008495446801293804,0.0903049049049049,820.3765666666666
5103,Low Fat,Snack Foods,148.5076,Medium,Tier 3,Supermarket Type3,11.880608,0.0002271650474453833,0.07481491183879092,2840.1474466666677
5104,Low Fat,Health and Hygiene,191.1162,Small,Tier 2,Supermarket Type1,10.415051771117165,0.00015953284441611965,0.09536736526946107,3243.1561866666666
5105,Low Fat,Household,36.9848,Medium,Tier 2,Supermarket Type1,3.458139317438055,0.001733788123769765,0.018427902341803686,724.3904000000001
5106,Regular,Frozen Foods,229.801,Small,Tier 1,Grocery Store,18.384079999999997,0.0005386055456677735,0.11576876574307304,589.3661599999998
5107,Low Fat,Dairy,120.4782,Medium,Tier 1,Supermarket Type1,15.269733840304184,0.00030039196302733605,0.060269234617308654,2121.3275733333335
5108,Low Fat,Fruits and Vegetables,210.4586,Small,Tier 2,Supermarket Type1,31.624132231404957,8.056513252487662e-05,0.1050192614770459,3428.958773333333
5109,Low Fat,Starchy Foods,37.5164,High,Tier 3,Supermarket Type1,2.3669652996845425,0.0,0.018880926019124306,609.2513866666665
5110,Regular,Frozen Foods,74.2354,High,Tier 3,Supermarket Type1,8.890467065868263,0.0017075969146795194,0.037360543532964266,1278.8464466666667
5111,Low Fat,Starchy Foods,128.302,Medium,Tier 2,Supermarket Type1,10.264159999999999,0.0005564098221383922,0.06408691308691308,1575.6600866666672
5112,Low Fat,Dairy,180.3002,Small,Tier 1,Grocery Store,14.424016,0.000519246384640727,0.09083133501259445,423.20467333333335
5113,Regular,Canned,91.212,High,Tier 3,Supermarket Type1,4.504296296296296,0.0011252733741174406,0.04590437845998994,1525.08148
5114,Low Fat,Health and Hygiene,134.3942,Small,Tier 1,Grocery Store,10.751536000000002,0.00027329971085061704,0.06770488664987406,337.02796
5115,Low Fat,Hard Drinks,61.9878,Medium,Tier 2,Supermarket Type1,6.13740594059406,0.0007530357102526626,0.03096293706293706,773.9481133333331
5116,Regular,Fruits and Vegetables,79.496,Small,Tier 1,Grocery Store,6.35968,0.0006383331865754252,0.04004836272040302,296.9911866666667
5117,Low Fat,Fruits and Vegetables,173.608,Small,Tier 1,Supermarket Type1,24.451830985915496,0.0006336786726418137,0.08693440160240361,2965.9392599999996
5118,Low Fat,Frozen Foods,38.4164,Medium,Tier 1,Supermarket Type1,2.9896031128404674,0.0025808521100363383,0.019217808904452228,648.666746666667
5119,Low Fat,Fruits and Vegetables,191.9162,Medium,Tier 2,Supermarket Type1,24.989088541666668,0.0003701827672702982,0.09586223776223776,3301.9463266666667
5120,Low Fat,Seafood,51.3982,Medium,Tier 3,Supermarket Type2,4.0792222222222225,0.0010954860286936116,0.02558397212543554,673.0128333333333
5121,Regular,Frozen Foods,176.437,Small,Tier 1,Grocery Store,14.114960000000002,0.0012743972749479984,0.08888513853904283,460.48947333333336
5122,Low Fat,Fruits and Vegetables,197.8768,Small,Tier 1,Grocery Store,15.830144,0.0002939416242833925,0.09968604534005038,734.7103
5123,Regular,Dairy,61.3194,Small,Tier 1,Supermarket Type1,3.9307307692307694,0.0016168416520709594,0.030705758637956937,789.90512
5124,LF,Health and Hygiene,100.1674,Small,Tier 1,Supermarket Type1,18.82845864661654,0.0009272808219041325,0.05015893840761142,2290.596126666667
5125,LF,Household,106.3306,Small,Tier 2,Supermarket Type1,12.849619335347432,0.0010370382843696922,0.05305918163672655,2248.584146666667
5126,Regular,Breakfast,56.1588,Medium,Tier 3,Supermarket Type3,4.492704,0.0010840561051874329,0.028291586901763224,1935.9466599999998
5127,Low Fat,Meat,59.2562,Medium,Tier 1,Supermarket Type1,3.1435649867374003,0.0006091173750594874,0.029642921460730366,853.4668266666669
5128,Low Fat,Health and Hygiene,264.9226,Medium,Tier 2,Supermarket Type1,38.816498168498164,0.0002271814258202207,0.1319993024414549,3798.6997066666663
5129,Low Fat,Fruits and Vegetables,149.6366,Medium,Tier 2,Supermarket Type1,13.480774774774774,0.000402211049970395,0.07455734927752865,2751.7735933333333
5130,Regular,Frozen Foods,126.2046,Medium,Tier 1,Supermarket Type1,8.038509554140127,0.00030049293765837377,0.06313386693346673,1760.2864266666668
5131,Regular,Snack Foods,158.7288,Medium,Tier 1,Supermarket Type1,27.969832599118945,0.00014826230652534384,0.07940410205102552,2177.29916
5132,reg,Snack Foods,123.273,High,Tier 3,Supermarket Type1,13.858684654300168,0.0007158800305014074,0.06203975842979366,1813.3062999999997
5133,Low Fat,Hard Drinks,55.6614,Small,Tier 2,Supermarket Type1,3.7994129692832765,0.003059320211133748,0.027775149700598804,959.4177999999998
5134,Low Fat,Frozen Foods,249.1434,Small,Tier 1,Supermarket Type1,14.65549411764706,0.00047918180453505887,0.12475883825738608,4321.929733333333
5135,LF,Soft Drinks,197.4084,Small,Tier 2,Supermarket Type1,16.729525423728813,0.0005832872461354228,0.09850718562874251,3033.762086666667
5136,Low Fat,Snack Foods,211.8902,Small,Tier 1,Supermarket Type1,10.728617721518987,0.00015994064850568835,0.10610425638457686,3760.7269133333325
5137,Low Fat,Fruits and Vegetables,109.4886,Medium,Tier 3,Supermarket Type3,8.759088,0.0,0.05515798488664988,2777.8729533333344
5138,Low Fat,Dairy,122.473,Medium,Tier 2,Supermarket Type1,8.564545454545454,0.0010028315383798878,0.061175324675324674,2041.2984133333334
5139,Low Fat,Canned,189.8214,Medium,Tier 1,Supermarket Type1,12.78258585858586,9.798955755252043e-05,0.09495817908954478,4061.535353333334
5140,Regular,Meat,100.8674,Medium,Tier 3,Supermarket Type3,8.069392,0.001202428564630396,0.050814811083123426,3010.4590866666667
5141,Low Fat,Seafood,156.9604,Small,Tier 1,Supermarket Type1,15.09960557960558,0.0001989356105106766,0.07859809714571857,3099.7650599999993
5142,Regular,Dairy,87.8198,Medium,Tier 3,Supermarket Type3,7.025584,0.0004330059508220242,0.044241712846347606,2306.375586666667
5143,Regular,Frozen Foods,39.4506,Medium,Tier 1,Supermarket Type1,5.945832705350415,0.0011701181224113193,0.019735167583791898,724.25724
5144,Low Fat,Frozen Foods,196.7452,Medium,Tier 2,Supermarket Type1,10.78055890410959,0.00045402214132797135,0.09802949676133534,3131.6568800000005
5145,Low Fat,Frozen Foods,97.241,Medium,Tier 1,Supermarket Type1,5.493841807909605,0.000119612210898695,0.0486448224112056,1612.2568933333334
5146,Low Fat,Baking Goods,141.9812,Small,Tier 1,Supermarket Type1,9.56102356902357,0.000658274637768944,0.0710972458688032,2315.0309866666666
5147,Regular,Breads,227.9036,Medium,Tier 1,Supermarket Type1,45.2638728897716,0.00035117822623249476,0.11400880440220111,3657.5723
5148,LF,Snack Foods,88.383,Medium,Tier 2,Supermarket Type1,5.75785016286645,0.0008490057024540919,0.04403736920777279,1183.0156333333332
5149,Regular,Fruits and Vegetables,206.3638,Medium,Tier 2,Supermarket Type1,12.068058479532162,0.0003596060355546855,0.10307882117882118,4518.607053333335
5150,Regular,Snack Foods,185.3608,Medium,Tier 1,Supermarket Type1,19.511663157894738,5.898779569358785e-05,0.09272676338169085,3021.688913333332
5151,Low Fat,Canned,161.0894,Medium,Tier 3,Supermarket Type3,12.887152,0.0001752185618668888,0.08115335012594459,4276.8994600000005
5152,Regular,Dairy,211.2244,Medium,Tier 2,Supermarket Type1,10.253611650485436,0.00014473896955086626,0.10550669330669331,4114.3111
5153,Low Fat,Snack Foods,114.2834,Medium,Tier 2,Supermarket Type1,15.795908776779543,0.0005115443362728095,0.05694240159441953,1738.6479266666668
5154,reg,Meat,168.8816,Medium,Tier 1,Supermarket Type1,8.72773126614987,0.0,0.08448304152076037,2750.708313333333
5155,Regular,Canned,40.848,Medium,Tier 2,Supermarket Type1,5.042962962962963,0.00330697571484528,0.020352765321375185,619.2383866666668
5156,Regular,Meat,149.9708,High,Tier 3,Supermarket Type1,16.598871057000554,0.0,0.07547599396074484,2418.7848200000008
5157,Regular,Canned,218.9798,Medium,Tier 3,Grocery Store,19.907254545454546,0.001017712437402902,0.1095994994994995,534.2157266666666
5158,Regular,Frozen Foods,230.1668,Medium,Tier 3,Supermarket Type2,23.01668,0.0002755910061746525,0.11456784469885514,3180.948273333335
5159,Low Fat,Snack Foods,125.602,Small,Tier 2,Supermarket Type1,7.036526610644257,0.000353936115666948,0.06267564870259482,2340.375773333333
5160,Low Fat,Canned,148.0734,High,Tier 3,Supermarket Type1,22.26667669172932,0.0003595890213907427,0.07452108706592853,2686.10352
5161,Low Fat,Soft Drinks,143.0812,Medium,Tier 3,Supermarket Type3,11.446496,0.0003924747905385194,0.07208120906801008,3360.2260199999996
5162,Regular,Meat,153.3314,High,Tier 3,Supermarket Type1,16.487247311827957,0.00021789512780813323,0.07716728736789129,2322.0440800000006
5163,Low Fat,Baking Goods,251.7724,Small,Tier 2,Supermarket Type1,16.036458598726117,0.0002925371049408116,0.12563493013972057,4139.07886
5164,Regular,Fruits and Vegetables,176.7054,High,Tier 3,Supermarket Type1,11.625355263157894,0.0005868066793657692,0.08893074987418219,3203.0306399999995
5165,Low Fat,Household,32.59,Small,Tier 1,Supermarket Type1,3.579352004393191,0.0,0.016319479218828245,658.8091
5166,Regular,Frozen Foods,63.3194,Medium,Tier 2,Supermarket Type1,6.7218046709129515,0.0006947655536849686,0.031628071928071926,963.9896266666667
